schedule_id,route_id,departure_time,arrival_time,day_of_week,valid_from,valid_to
1,7729,16:40,17:45,Mon
2,7729,08:00,09:05,Mon
3,9827,00:05,01:10,Mon
4,9827,13:40,14:45,Mon
5,9827,20:00,21:05,Mon
6,7789,22:05,23:05,Mon
7,7789,03:50,04:50,Mon
8,21337,07:15,08:15,Mon
9,21337,16:10,17:10,Mon
10,32083,05:15,08:30,Mon
11,32083,11:55,15:10,Mon
12,32083,19:20,22:35,Mon
13,7845,00:20,03:35,Mon
14,7845,13:35,16:50,Mon
15,7845,07:00,10:15,Mon
16,7826,07:35,09:25,Mon
17,28439,09:10,11:00,Mon
18,7827,20:20,21:55,Mon
19,7827,06:20,07:55,Mon
20,7827,12:50,14:25,Mon
21,28631,00:10,01:45,Mon
22,28631,12:35,14:10,Mon
23,28631,06:25,08:00,Mon
24,7687,16:10,18:00,Mon
25,7687,00:00,01:50,Mon
26,7687,10:00,11:50,Mon
27,1192,04:55,06:45,Mon
28,1192,20:45,22:35,Mon
29,7728,10:50,12:10,Mon
30,7728,22:15,23:35,Mon
31,7728,03:45,05:05,Mon
32,9635,11:15,12:35,Mon
33,9635,01:30,02:50,Mon
34,7858,17:45,18:40,Mon
35,7858,03:20,04:15,Mon
36,34571,00:00,00:55,Mon
37,34571,07:05,08:00,Mon
38,7755,07:15,09:10,Mon
39,7755,15:20,17:15,Mon
40,14819,13:50,15:45,Mon
41,14819,07:05,09:00,Mon
42,7846,20:35,23:55,Mon
43,7846,12:05,15:25,Mon
44,7846,03:40,07:00,Mon
45,32274,09:15,12:35,Mon
46,32274,02:55,06:15,Mon
47,7863,14:25,15:40,Mon
48,7863,08:05,09:20,Mon
49,7863,01:30,02:45,Mon
50,35515,07:55,09:10,Mon
51,35515,19:05,20:20,Mon
52,35515,01:15,02:30,Mon
53,7859,11:40,12:35,Mon
54,7859,19:45,20:40,Mon
55,34763,08:15,09:10,Mon
56,34763,01:40,02:35,Mon
57,36091,03:00,04:35,Mon
58,36091,21:30,23:05,Mon
59,36091,10:20,11:55,Mon
60,7866,04:55,06:30,Mon
61,7864,08:50,10:25,Mon
62,7864,00:30,02:05,Mon
63,35707,12:30,14:05,Mon
64,35707,18:55,20:30,Mon
65,35707,00:25,02:00,Mon
66,9897,09:40,10:40,Mon
67,9897,20:10,21:10,Mon
68,9897,01:40,02:40,Mon
69,21348,18:50,19:50,Mon
70,32094,14:20,17:10,Mon
71,9953,14:20,17:10,Mon
72,9953,04:45,07:35,Mon
73,28450,17:35,19:50,Mon
74,28450,06:40,08:55,Mon
75,28450,00:05,02:20,Mon
76,9934,02:10,04:25,Mon
77,9934,15:25,17:40,Mon
78,9935,16:25,18:15,Mon
79,28642,18:30,20:20,Mon
80,28642,03:35,05:25,Mon
81,28642,12:10,14:00,Mon
82,9793,07:50,09:05,Mon
83,9793,21:55,23:10,Mon
84,9793,01:10,02:25,Mon
85,1203,09:00,10:15,Mon
86,1203,16:45,18:00,Mon
87,1203,01:05,02:20,Mon
88,9837,01:45,02:40,Mon
89,9837,09:30,10:25,Mon
90,9837,23:05,00:00,Mon
91,9645,20:20,21:15,Mon
92,34582,12:20,13:35,Mon
93,34582,20:05,21:20,Mon
94,9966,17:40,18:55,Mon
95,9863,00:35,02:15,Mon
96,9863,07:05,08:45,Mon
97,14830,17:10,18:50,Mon
98,14830,06:55,08:35,Mon
99,14830,00:45,02:25,Mon
100,32285,02:35,05:30,Mon
101,32285,10:25,13:20,Mon
102,9954,07:00,09:55,Mon
103,9954,16:10,19:05,Mon
104,9954,00:10,03:05,Mon
105,32154,15:00,18:15,Mon
106,32154,05:25,08:40,Mon
107,21463,11:45,15:00,Mon
108,21463,20:25,23:40,Mon
109,21463,05:45,09:00,Mon
110,9971,08:30,10:05,Mon
111,35526,19:50,21:25,Mon
112,35526,04:10,05:45,Mon
113,9967,18:25,19:40,Mon
114,34774,03:25,04:40,Mon
115,9974,18:40,20:30,Mon
116,36102,08:50,10:40,Mon
117,36102,20:50,22:40,Mon
118,36102,01:30,03:20,Mon
119,9972,06:45,08:35,Mon
120,9972,16:35,18:25,Mon
121,35718,00:20,02:10,Mon
122,28510,04:35,06:55,Mon
123,28510,11:30,13:50,Mon
124,21444,15:25,17:45,Mon
125,21444,02:40,05:00,Mon
126,21444,21:30,23:50,Mon
127,21445,06:35,08:40,Mon
128,21445,15:05,17:10,Mon
129,28702,19:55,22:00,Mon
130,21303,13:15,14:55,Mon
131,21303,21:45,23:25,Mon
132,1263,15:40,17:20,Mon
133,1263,01:15,02:55,Mon
134,9705,21:50,23:10,Mon
135,9705,00:30,01:50,Mon
136,9705,11:30,12:50,Mon
137,21347,04:45,06:05,Mon
138,21347,17:05,18:25,Mon
139,28565,00:50,04:45,Mon
140,28565,10:25,14:20,Mon
141,28565,19:00,22:55,Mon
142,32191,18:10,22:05,Mon
143,32191,11:10,15:05,Mon
144,32191,01:55,05:50,Mon
145,34642,04:25,05:20,Mon
146,34642,18:50,19:45,Mon
147,34642,10:30,11:25,Mon
148,21476,07:40,08:35,Mon
149,21476,21:00,21:55,Mon
150,21374,11:05,13:10,Mon
151,21374,20:15,22:20,Mon
152,14888,13:00,15:05,Mon
153,14888,19:45,21:50,Mon
154,14888,05:20,07:25,Mon
155,32345,15:50,19:10,Mon
156,21464,02:55,06:15,Mon
157,35586,00:25,01:30,Mon
158,21481,13:55,15:00,Mon
159,21481,00:15,01:20,Mon
160,21481,20:10,21:15,Mon
161,28757,09:05,12:20,Mon
162,32192,01:25,04:40,Mon
163,32192,13:20,16:35,Mon
164,32192,20:30,23:45,Mon
165,34834,11:40,12:35,Mon
166,34834,05:30,06:25,Mon
167,21477,14:15,15:10,Mon
168,21484,12:15,13:40,Mon
169,21484,06:10,07:35,Mon
170,36162,10:30,11:55,Mon
171,21482,10:50,12:10,Mon
172,21482,18:00,19:20,Mon
173,35778,12:00,13:20,Mon
174,35778,20:15,21:35,Mon
175,35778,04:10,05:30,Mon
176,1319,13:05,15:05,Mon
177,1319,20:35,22:35,Mon
178,32049,02:05,04:05,Mon
179,9761,14:10,16:35,Mon
180,9761,03:30,05:55,Mon
181,9761,21:05,23:30,Mon
182,32093,11:25,13:50,Mon
183,32093,21:35,00:00,Mon
184,32093,03:20,05:45,Mon
185,28739,14:00,15:05,Mon
186,28547,03:15,04:20,Mon
187,28547,17:05,18:10,Mon
188,28547,09:35,10:40,Mon
189,32221,06:10,09:45,Mon
190,32221,14:00,17:35,Mon
191,34698,05:35,09:10,Mon
192,34698,16:40,20:15,Mon
193,32120,10:45,13:00,Mon
194,32120,04:30,06:45,Mon
195,14944,14:20,16:35,Mon
196,1300,05:55,08:40,Mon
197,28405,21:15,00:00,Mon
198,35642,01:10,05:00,Mon
199,32226,02:35,06:25,Mon
200,32226,17:40,21:30,Mon
201,34890,04:20,07:55,Mon
202,34890,18:00,21:35,Mon
203,32222,00:20,03:55,Mon
204,28449,02:05,04:25,Mon
205,9742,01:15,03:35,Mon
206,9742,12:45,15:05,Mon
207,36218,08:40,12:45,Mon
208,36218,14:40,18:45,Mon
209,32229,13:05,17:10,Mon
210,35834,04:45,08:50,Mon
211,35834,16:20,20:25,Mon
212,32227,15:05,19:10,Mon
213,32227,07:25,11:30,Mon
214,34679,17:35,19:35,Mon
215,34679,01:55,03:55,Mon
216,34679,08:10,10:10,Mon
217,28578,12:10,14:10,Mon
218,28578,18:20,20:20,Mon
219,1301,09:40,11:55,Mon
220,1301,17:00,19:15,Mon
221,1301,01:00,03:15,Mon
222,28597,10:50,13:05,Mon
223,28597,20:25,22:40,Mon
224,28597,00:05,02:20,Mon
225,28476,01:30,03:40,Mon
226,28476,19:30,21:40,Mon
227,28476,08:00,10:10,Mon
228,14925,12:50,15:00,Mon
229,14925,19:30,21:40,Mon
230,9743,16:20,18:10,Mon
231,9743,07:50,09:40,Mon
232,9743,00:45,02:35,Mon
233,28641,08:05,09:55,Mon
234,28641,22:00,23:50,Mon
235,28566,13:25,17:20,Mon
236,32382,00:00,03:55,Mon
237,35623,16:50,19:10,Mon
238,28583,01:50,04:10,Mon
239,28770,20:35,22:30,Mon
240,28770,02:00,03:55,Mon
241,28770,09:40,11:35,Mon
242,34680,07:35,09:30,Mon
243,34680,21:35,23:30,Mon
244,34680,14:20,16:15,Mon
245,28579,08:30,10:40,Mon
246,34871,12:05,14:15,Mon
247,36199,06:10,08:50,Mon
248,36199,18:45,21:25,Mon
249,28586,10:10,12:50,Mon
250,9601,16:25,17:20,Mon
251,1202,10:10,11:05,Mon
252,35815,18:00,20:40,Mon
253,35815,03:10,05:50,Mon
254,35815,11:10,13:50,Mon
255,14926,02:25,04:00,Mon
256,14926,16:00,17:35,Mon
257,28668,04:15,05:50,Mon
258,28668,15:10,16:45,Mon
259,28584,01:45,04:25,Mon
260,28584,20:15,22:55,Mon
261,28584,12:25,15:05,Mon
262,32383,01:55,05:15,Mon
263,32383,18:45,22:05,Mon
264,28758,20:40,00:00,Mon
265,34537,03:50,05:55,Mon
266,34537,10:55,13:00,Mon
267,34537,21:40,23:45,Mon
268,1332,04:15,06:20,Mon
269,35624,03:40,05:55,Mon
270,35624,12:55,15:10,Mon
271,28775,03:40,05:55,Mon
272,28775,21:20,23:35,Mon
273,34872,07:25,09:25,Mon
274,34872,20:10,22:10,Mon
275,28771,19:05,21:05,Mon
276,28771,11:45,13:45,Mon
